Tipo de Carta,Nombre de Carta,Texto de la Carta,Tipo de Magia,Tipo de Trampa,Tipo de Monstruo,Atributo,Nivel/Rango/Escala/Enlace,ATK,DEF,Fecha de Publicación de la Carta,Rareza,Método de Obtención
Monstruo,"Komachi Karakuri mod. 224 - ""Ninishi""","Esta carta debe atacar si puede hacerlo. Cuando esta carta boca arriba es seleccionada como objetivo de un ataque, cambia su posición de batalla. Mientras esta carta está boca arriba en el Campo, una vez por turno durante tu Main Phase puedes Invocar de Modo Normal 1 monstruo ""Karakuri"", en adición a tu Invocación Normal, o a Colocar. (Sólo puedes ganar este efecto una vez por turno.)",#,#,Maquina/Cantante,Tierra,3,0,1900,31/12/2018,SR,Caja Grande
Monstruo,"Mercader Karakuri mod 177 - ""Inashichi""","Esta carta debe atacar si puede hacerlo. Cuando esta carta boca arriba en Posición de Ataque es seleccionada como objetivo de un ataque, cámbiala a Posición de Defensa. Cuando esta carta es Invocada de Modo Normal, añade a tu mano, desde tu Deck, 1 carta ""Karakuri"".",#,#,Maquina,Tierra,2,500,1500,31/12/2018,SR,Caja Grande
Monstruo,Muro Koa'ki Meiru,"Durante cada una de tus End Phases, destruye esta carta a menos que mandes al Cementerio 1 ""Núcleo de Hierro de Koa'ki Meiru"" en tu mano o muestres 1 monstruo Roca en tu mano. Cuando tu adversario active una Carta Mágica (Efecto Rápido): puedes Sacrificar esta carta; niega la activación y, si lo haces, destruye esa carta.",#,#,Roca,Tierra,4,1900,1200,31/12/2018,R,Caja Grande
Monstruo,"Ninja Karakuri mod 919 - ""Kuick""","Esta carta debe atacar si puede hacerlo. Cuando esta carta boca arriba es seleccionada como objetivo de un ataque, cambia su posición de batalla. Cuando esta carta destruye un monstruo de tu adversario en batalla y lo manda al Cementerio, selecciona 1 monstruo 'Karakuri' de Nivel 4 o menor en tu Cementerio e Invócalo de Modo Especial en Posición de Defensa boca arriba.",#,#,Maquina,Tierra,4,1700,1500,31/12/2018,R,Caja Grande
Monstruo,"Estratega Karakuri mod 248 - ""Nishipachi""","Esta carta debe atacar si puede hacerlo. Cuando esta carta boca arriba en Posición de Ataque es seleccionada como objetivo de un ataque, cámbiala a Posición de Defensa. Cuando esta carta es Invocada de Modo Normal o Especial, selecciona 1 monstruo en el Campo y cambia su posición de batalla.",#,#,Maquina/Cantante,Tierra,3,500,1600,31/12/2018,R,Caja Grande
Monstruo,Jueza,"Si se activa un efecto de una carta tu adversario, antes de resolver ese efecto, lanza 2 veces una moneda, y si el resultado son 2 Caras, niega ese efecto. Sólo puedes usar este efecto de ""Jueza"" una vez por turno.",#,#,Demonio,Luz,4,1800,600,31/12/2018,N,Caja Grande
Monstruo,Mago de la Ilusion oscura,"El nombre de esta carta se convierte en ""Mago Oscuro"" mientras esté en el Campo. Sólo puedes usar cada uno de estos efectos de ""Mago de la Ilusión Oscura"" una vez por turno. -Durante el turno de tu adversario, si activas una Carta o un efecto de Magia/Trampa (excepto durante el Damage Step): puedes Invocar esta carta de Modo Especial desde tu mano. -Si activas una Carta o un efecto de Magia/Trampa mientras esta carta está boca arriba en tu Campo (excepto durante el Damage Step): puedes seleccionar 1 ""Mago Oscuro"" en tu Cementerio; Invócalo de Modo Especial. Este efecto sólo puede ser usado una vez mientras esta carta está boca arriba en el Campo.",#,#,Lanzador de Conjuros,Oscuridad,7,2100,2500,11/01/2019,UR,Gratis
Monstruo,Tunica del Mago,"Durante el turno de tu adversario (Efecto Rápido): puedes descartar 1 Mágica/Trampa; Invoca de Modo Especial 1 ""Mago Oscuro"" desde tu Deck. Durante el turno de tu adversario, si activas una Carta Mágica/de Trampa o un efecto de Mágica/Trampa mientras esta carta está en tu Cementerio (excepto durante el Damage Step): puedes Invocar esta carta de Modo Especial, pero destiérrala cuando deje el Campo. Sólo puedes usar cada efecto de ""Túnica del Mago"" una vez por turno.",#,#,Lanzador de Conjuros,Oscuridad,2,700,2000,11/01/2019,SR,Gratis
Monstruo,HEROE Elemental Soldado Solido,"Cuando esta carta es Invocada de Modo Normal: puedes Invocar de Modo Especial, desde tu mano, 1 monstruo ""HÉROE"" de Nivel 4 o menor. Si esta carta es mandada al Cementerio desde la Zona de Monstruos por el efecto de una Mágica: puedes seleccionar 1 monstruo ""HÉROE"" en tu Cementerio, excepto ""HÉROE Elemental Soldado Sólido""; Invócalo de Modo Especial en Posición de Defensa. Sólo puedes usar este efecto de ""HÉROE Elemental Soldado Sólido"" una vez por turno.",#,#,Guerrero,Tierra,4,1300,1000,12/01/2019,SR,Selection Box Grande
Monstruo,Dragon Reactor de Mecanismo Antigua,"Si esta carta que fue Invocada por Sacrificio Sacrificando un monstruo ""Mecanismo Antiguo"" ataca a un monstruo en Posición de Defensa, inflige daño de batalla de penetración. Si esta carta fue Invocada por Sacrificio Sacrificando un monstruo ""Artilugio"", ésta puede hacer un segundo ataque durante cada Battle Phase. Si esta carta ataca, hasta el final del Damage Step tu adversario no puede activar Cartas Mágicas/de Trampa ni efectos de monstruo. Al final del Damage Step, si esta carta atacó: puedes destruir 1 Mágica/Trampa en el Campo.",#,#,Maquina,Tierra,9,3000,3000,04/02/2019,UR,Estructura
Monstruo,Güiverno de Mecanismo Antiguo,"Si esta carta es Invocada de Modo Normal o Especial: puedes añadir a tu mano 1 carta ""Mecanismo Antiguo"" en tu Deck, excepto ""Güiverno de Mecanismo Antiguo"", y además no puedes Colocar cartas por el resto de este turno. Sólo puedes usar este efecto de ""Güiverno de Mecanismo Antiguo"" una vez por turno. Si esta carta ataca, hasta el final del Damage Step tu adversario no puede activar efectos de monstruo.",#,#,Maquina,Tierra,4,1700,1200,04/02/2019,R,Estructura
Monstruo,Marco de Mecanismo Antiguo,"Puedes descartar 1 carta; añade a tu mano, desde tu Deck, 1 ""Golem de Mecanismo Antiguo"", o 1 Mágica/Trampa que liste específicamente la carta ""Golem de Mecanismo Antiguo"" en su texto. Sólo puedes usar este efecto de ""Marco de Mecanismo Antiguo"" una vez por turno. Si esta carta ataca, hasta el final del Damage Step tu adversario no puede activar Cartas Mágicas/de Trampa. Si esta carta boca arriba controlada por su propietario deja el Campo por el efecto de una carta del adversario: puedes Invocar de Modo Especial, desde tu mano, hasta 3 ""Golem de Mecanismo Antiguo"" y/o ""Golem de Mecanismo Antiguo - Golpe Definitivo"", ignorado sus condiciones de Invocación.",#,#,Maquina,Tierra,4,1600,500,04/02/2019,R,Estructura
Monstruo,Fenix Sagrado Ceruleo de Nephtys,"Puedes Invocar esta carta por Ritual con ""Renacer de Nephtys"". Sólo puedes usar cada uno de los siguientes efectos de ""Fénix Sagrado Cerúleo de Nephtys"" una vez por turno. -Durante tu Main Phase: puedes destruir cartas ""Nephtys"" en tu mano y/o Campo boca arriba, y después destruye el mismo número de monstruos que controle tu adversario. -Durante tu próxima Standby Phase después de que esta carta fue destruida en batalla o por efecto de una carta y mandada al Cementerio: puedes Invocar esta carta de Modo Especial desde el Cementerio.",#,#,Bestia Alada/Ritual,Fuego,8,3000,1000,20/02/2019,UR,Caja Grande
Monstruo,Defensora de Nephtys,"Durante tu Main Phase: puedes destruir 1 carta en tu mano y, si lo haces, Invoca de Modo Especial, desde tu mano, 1 monstruo ""Nephtys"" de Nivel 4 o menor, excepto ""Defensora de Nephtys"". Durante tu próxima Standby Phase después de que esta carta fue destruida por efecto de una carta y mandada al Cementerio: puedes destruir 1 monstruo ""Nephtys"" en tu Deck, excepto ""Defensora de Nephtys"". Sólo puedes usar cada efecto de ""Defensora de Nephtys"" una vez por turno.",#,#,Lanzador de Conjuros,Viento,2,1400,200,20/02/2019,R,Caja Grande
Monstruo,Discipula de Nephtys,"Durante tu Main Phase: puedes destruir 1 carta en tu mano y, si lo haces, añade a tu mano 1 monstruo ""Nephtys"" en tu Deck, excepto ""Discípula de Nephtys"". Durante tu próxima Standby Phase después de que esta carta fue destruida por efecto de una carta y mandada al Cementerio: puedes añadir a tu mano 1 Mágica/Trampa ""Nephtys"" en tu Deck. Sólo puedes usar cada efecto de ""Discípula de Nephtys"" una vez por turno.",#,#,Lanzador de Conjuros,Viento,2,0,2000,20/02/2019,R,Caja Grande
Monstruo,Cronista de Nephtys,"Puedes seleccionar 1 carta ""Nephtys"" en tu Cementerio, excepto ""Cronista de Nephtys""; destruye 1 carta en tu mano y, si lo haces, añade ese objetivo a tu mano. Durante tu próxima Standby Phase después de que esta carta fue destruida por efecto de una carta y mandada al Cementerio: puedes añadir a tu mano 1 carta ""Nephtys"" en tu Cementerio, excepto ""Cronista de Nephtys"". Sólo puedes usar cada efecto de ""Cronista de Nephtys"" una vez por turno.",#,#,Lanzador de Conjuros,Viento,2,300,1200,20/02/2019,N,Caja Grande
Monstruo,Estegociber,"Durante el cálculo de daño, si un monstruo de tu adversario ataca mientras esta carta está en tu Cementerio: puedes pagar 1000 LP; Invoca esta carta de Modo Especial y, si lo haces, no recibes daño de batalla de esa batalla, pero destierra esta carta cuando deje el Campo (éste es un Efecto Rápido). Sólo puedes usar este efecto de ""Estegociber"" una vez por turno.",#,#,Dinosaurio,Oscuridad,6,1200,2400,26/02/2019,UR,Gratis
Monstruo,Portarruedas Psiquico,"Si controlas un monstruo de Nivel 3 que no sea ""Portarruedas Psíquico"", puedes Invocar esta carta de Modo Especial (desde tu mano) en Posición de Defensa. Sólo puedes Invocar de Modo Especial a ""Portarruedas Psíquico"" una vez por turno de esta forma. Si esta carta es mandada al Cementerio como Material de Sincronía: puedes seleccionar 1 monstruo en el Campo con un ATK menor al del Monstruo de Sincronía que usó esta carta como material; destrúyelo. Sólo puedes usar este efecto de ""Portarruedas Psíquico"" una vez por turno.",#,#,Psiquico/Cantante,Tierra,3,600,0,12/03/2019,UR,Caja Mini
Monstruo,Comandante Psiquico,"Cuando batalle un monstruo de Tipo Psíquico que controles, durante el Damage Step puedes pagar Life Points en múltiplos de 100 (max. 500) para hacer que el monstruo contra el que batalla pierda esa cantidad de ATK y DEF hasta la End Phase.",#,#,Psiquico/Cantante,Tierra,3,1400,800,12/03/2019,R,Caja Mini
Monstruo,Rastreador Psiquico,"Si controlas un monstruo de Nivel 3 que no sea ""Rastreador Psíquico"", puedes Invocar esta carta de Modo Especial (desde tu mano) en Posición de Defensa. Sólo puedes Invocar de Modo Especial a ""Rastreador Psíquico"" una vez por turno de esta forma. Un Monstruo de Sincronía que usó esta carta como material gana 600 ATK.",#,#,Psiquico,Tierra,3,1600,600,12/03/2019,R,Caja Mini
Monstruo,Fuerza Arcana XIV - Templanza,"Durante el cálculo de daño, en el turno de cualquier jugador: puedes descartar esta carta; no recibes daño de batalla de esa batalla. Cuando esta carta es Invocada: lanza una moneda y aplica este efecto. El efecto dura mientras esta carta esté boca arriba en el Campo. -Cara: Divide a la mitad todo el daño de batalla que recibas. -Cruz: Divide a la mitad todo el daño de batalla que reciba tu adversario.",#,#,Hada,Luz,6,2400,2400,25/03/2019,SR,Gratis
Monstruo,Seis Samurais Legendarios - Kizan,"Si controlas 1 monstruo ""Seis Samuráis"" con nombre diferente, puedes Invocar esta carta de Modo Especial (desde tu mano). Mientras controles otros 2 o más monstruos ""Seis Samuráis"", esta carta gana 300 ATK y DEF.",#,#,Guerrero,Tierra,4,1800,500,31/03/2019,UR,Caja Grande
Monstruo,Seis Samurais Legendarios - Enishi,"Una vez por turno, durante el turno de cualquier jugador: puedes desterrar 2 monstruos ""Seis Samuráis"" en tu Cementerio para seleccionar 1 monstruo boca arriba en el Campo; devuelve ese objetivo a la mano. Debes controlar un monstruo ""Seis Samuráis"" boca arriba con un nombre diferente a éste para activar y resolver este efecto. Mientras controles 2 o más monstruos 'Seis Samuráis' boca arriba, excepto ""Seis Samuráis Legendarios - Enishi"", esta carta gana 500 ATK y DEF.",#,#,Guerrero,Luz,4,1700,700,31/03/2019,R,Caja Grande
Monstruo,Seis Samurais Legendarios - Kageki,"Cuando esta carta es Invocada de Modo Normal, puedes Invocar de Modo Especial, desde tu mano, 1 monstruo ""Seis Samuráis"" de Nivel 4 o menor. Mientras controlas otro monstruo ""Seis Samuráis"" boca arriba de nombre diferente, esta carta gana 1500 ATK.",#,#,Guerrero,Viento,3,200,2000,31/03/2019,R,Caja Grande
Monstruo,Seis Samurais Secretos - Fuma,"Si esta carta es destruida en batalla o por efecto de una carta: puedes Invocar de Modo Especial, desde tu Deck, 1 monstruo ""Seis Samuráis"", excepto ""Seis Samuráis Secretos - Fuma"". Si exactamente 1 monstruo ""Seis Samuráis"" que controlas (y ninguna otra carta) fuera a ser destruido por efecto de una carta, puedes desterrar esta carta en tu Cementerio en su lugar",#,#,Guerrero/Cantante,Viento,2,200,1800,31/03/2019,R,Caja Grande
Monstruo,Secreto Legendario de los Seis Samuráis,"Cuando Invocas de Modo Normal o Especial uno o más monstruos ""Seis Samuráis Secretos"" (excepto durante el Damage Step): puedes Invocar esta carta de Modo Especial desde tu mano. Sólo puedes usar este efecto de ""Secreto Legendario de los Seis Samuráis"" una vez por turno. Una vez por turno: puedes desterrar 1 monstruo ""Seis Samuráis"" de Nivel 4 o menor en tu Cementerio; hasta el final de este turno, el Atributo, Nivel y ATK/DEF de esta carta se convierten en los de ese monstruo desterrado",#,#,Guerrero,Oscuridad,4,500,2000,31/03/2019,N,Caja Grande
Monstruo,Kagemusha de los Seis Samuráis,"Durante el turno de cualquier jugador, cuando exactamente 1 monstruo ""Seis Samuráis"" boca arriba que controlas es seleccionado por una Carta Mágica, de Trampa o el efecto de una carta que podría haber seleccionado a esta carta: puedes activar este efecto; esa Carta Mágica/de Trampa/efecto ahora selecciona esta carta boca arriba en el Campo en su lugar.",#,#,Guerrero/Cantante,Tierra,2,400,1800,31/03/2019,N,Caja Grande
Monstruo,Seis Samuráis Secretos - Genba,"Cuando esta carta es Invocada de Modo Normal: puedes seleccionar 1 de tus monstruos ""Seis Samuráis"" desterrados; añádelo a tu mano. Si exactamente 1 monstruo ""Seis Samuráis"" que controlas (y ninguna otra carta) fuera a ser destruido por efecto de una carta, puedes desterrar esta carta en tu Cementerio en su lugar.",#,#,Guerrero/Cantante,Fuego,2,500,2100,31/03/2019,N,Caja Grande
Monstruo,Neo Espace Conector,"Cuando esta carta es Invocada de Modo Normal: puedes Invocar de Modo Especial, desde tu mano o Deck, 1 monstruo ""Neo Espacial"" o 1 ""HÉROE Elemental Neos"" en Posición de Defensa. Puedes Sacrificar esta carta, y después seleccionar 1 monstruo ""Neo Espacial"" o 1 ""HÉROE Elemental Neos"" en tu Cementerio; Invócalo de Modo Especial en Posición de Defensa. Sólo puedes usar cada efecto de ""Neo Espace Conector"" una vez por turno.",#,#,Guerrero,Luz,4,800,1800,17/04/2019,SR,Estructura
Monstruo,La Piedra Blanca de los Antiguos,"Una vez por turno, durante la End Phase, si esta carta está en el Cementerio porque fue mandada allí este turno: puedes Invocar de Modo Especial, desde tu Deck, 1 monstruo ""Ojos Azules"". Puedes desterrar esta carta en tu Cementerio, y después seleccionar 1 monstruo ""Ojos Azules"" en tu Cementerio; añádelo a tu mano. Sólo puedes usar este efecto de ""La Piedra Blanca de los Antiguos"" una vez por turno.",#,#,Dragon/Cantante,Luz,1,600,500,30/04/2019,UR,Caja Mini
Monstruo,Señoraoscura Ixchel,"Puedes descartar esta carta y 1 carta ""Señoroscuro/a""; roba 2 cartas. (Efecto Rápido): puedes pagar 1000 LP, y después seleccionar 1 Mágica/Trampa ""Señoroscuro/a"" en tu Cementerio; aplica el efecto de ese objetivo, y después baraja ese objetivo al Deck. Sólo puedes usar cada efecto de ""Señoroscura Ixchel"" una vez por turno. Sólo puedes Invocar de Modo Especial uno o más ""Señoroscura Ixchel"" una vez por turno.",#,#,Hada,Oscuridad,10,2500,2900,30/04/2019,SR,Caja Mini
Monstruo,Señoroscuro Deseo,"No puede ser Invocado de Modo Especial. Puedes Invocar esta carta por Sacrificio Sacrificando 1 monstruo de Tipo Hada. Una vez por turno: puedes seleccionar 1 monstruo que controle tu adversario; esta carta pierde exactamente 1000 ATK y, si lo hace, manda ese objetivo al Cementerio.",#,#,Hada,Oscuridad,10,3000,2800,30/04/2019,SR,Caja Mini
Monstruo,Señoroscuro Superbia,"Cuando esta carta es Invocada de Modo Especial desde el Cementerio: puedes seleccionar 1 monstruo de Tipo Hada en tu Cementerio, excepto ""Señoroscuro Superbia""; Invoca ese objetivo de Modo Especial.",#,#,Hada,Oscuridad,8,2900,2400,30/04/2019,SR,Caja Mini
Monstruo,"Gwenhwyfar, Reina de las Armas Nobles","Puedes seleccionar un monstruo ""Noble Caballero"" que controles; equipa esta carta en tu mano o Cementerio a ese objetivo. Sólo puedes usar este efecto de ""Gwenhwyfar, Reina de las Armas Nobles"" una vez por turno. El monstruo equipado gana 300 ATK. Aplica el efecto adecuado, dependiendo del Atributo del monstruo equipado. -LUZ: Si el monstruo equipado fuera a ser destruido por efecto de una carta, puedes destruir esta carta en su lugar. -OSCURIDAD: Si el monstruo equipado batalla con un monstruo de tu adversario, al comienzo del Damage Step: puedes destruir ese monstruo, y después destruir esta carta.",#,#,Lanzador de Conjuros,Luz,2,300,300,30/04/2019,N,Caja Mini
Monstruo,Hechicero del Final de la Noche,Cuando esta carta es Invocada de Modo Especial: puedes seleccionar hasta 2 cartas en el Cementerio de tu adversario; destiérralas.,#,#,Lanzador de Conjuros/Cantante,Oscuridad,2,1300,400,01/04/2019,SR,Gratis
Monstruo,Archidemonio del Relampago de Ojos Rojos,"Esta carta se trata como un Monstruo Normal mientras esté boca arriba en el Campo o en el Cementerio. Mientras esta carta sea un Monstruo Normal en el Campo, puedes Invocarla de Modo Normal para que se convierta en un Monstruo de Efecto con este efecto. -Una vez por turno: puedes destruir todos los monstruos boca arriba que controle tu adversario que tengan DEF menor que el ATK de esta carta.",#,#,Demonio/Geminis,Oscuridad,6,2500,1200,13/05/2019,SR,Estructura
Monstruo,Dragon Retro de Ojos Rojos,"Si uno o más monstruos ""Ojos Rojos"" de Nivel 7 o menor que controlas son destruidos por un ataque o efecto de carta de tu adversario y mandados a tu Cementerio, mientras esta carta está en tu mano: puedes Invocar esta carta de Modo Especial en Posición de Defensa y, si lo haces, Invoca de Modo Especial tantos de esos monstruos destruidos como sea posible en la misma posición en la que estaban cuando fueron destruidos. Puedes Sacrificar esta carta; este turno, durante tu Main Phase, puedes Invocar de Modo Normal 1 monstruo ""Ojos Rojos"", además de tu Invocación Normal/Colocada. (Sólo puedes ganar este efecto una vez por turno).",#,#,Dragon,Oscuridad,4,1700,1600,13/05/2019,SR,Estructura
Monstruo,Cuidador del Santuario,"Esta carta se puede tratar como 2 Sacrificios para la Invocación por Sacrificio de un monstruo Dragón. Mientras esta carta esté en tu mano o Cementerio, si un monstruo Dragón boca arriba en el Campo, excepto ""Cuidador del Santuario"", es mandado al Cementerio por efecto de una carta o porque fue destruido en batalla: puedes Invocar esta carta de Modo Especial, y después, si ese monstruo mandado al Cementerio es un Monstruo Normal, puedes añadir a tu mano 1 Monstruo Normal Dragón en tu Cementerio. Sólo puedes usar este efecto de ""Cuidador del Santuario"" una vez por turno.",#,#,Dragon,Oscuridad,4,0,2100,21/05/2019,UR,Caja Grande
Monstruo,Dragon de Metal Negro,"Puedes seleccionar 1 monstruo ""Ojos Rojos"" que controles; equipa este monstruo en tu mano o Campo a ese objetivo. Éste gana 600 ATK. Si esta carta es mandada del Campo al Cementerio: puedes añadir a tu mano 1 carta ""Ojos Rojos"" en tu Deck.",#,#,Dragon,Oscuridad,1,600,600,21/05/2019,UR,Caja Grande
Monstruo,Behemoth del Subterror Umastryx,"VOLTEO: puedes seleccionar 1 monstruo que controle tu adversario; destiérralo. Sólo puedes usar este efecto de ""Behemoth del Subterror Umastryx"" una vez por turno. Cuando un monstruo boca arriba que controles sea volteado boca abajo, si no controlas monstruos boca arriba: puedes Invocar esta carta de Modo Especial, desde tu mano, en Posición de Defensa. Una vez por turno: puedes cambiar esta carta a Posición de Defensa boca abajo.",#,#,Reptil/Volteo,Tierra,7,2000,2700,21/05/2019,SR,Caja Grande
Monstruo,Dedalo Metafis,"Si esta carta es Invocada de Modo Especial por el efecto de un monstruo ""Metaf"": puedes desterrar todos los demás monstruos boca arriba en el Campo que hayan sido Invocados de Modo Especial. Si esta carta es desterrada, durante la Standby Phase del próximo turno: puedes barajar al Deck esta carta desterrada; destierra 1 carta ""Metaf"" en tu Deck, excepto ""Dédalo Metafis"".",#,#,Wyrm,Luz,7,2600,1500,21/05/2019,SR,Caja Grande
Monstruo,Dragon Bebe de Ojos Rojos,"Cuando esta carta es destruida en batalla y mandada al Cementerio: puedes Invocar de Modo Especial, desde tu Deck, 1 monstruo ""Ojos Rojos"" de Nivel 7 o menor y, si lo haces, equípale esta carta en el Cementerio. Éste gana 300 ATK. Si esta carta es mandada al Cementerio mientras está equipada a un monstruo: puedes añadir a tu mano 1 monstruo Dragón de Nivel 1 en tu Deck o Cementerio.",#,#,Dragon,Oscuridad,3,1200,700,21/05/2019,SR,Caja Grande
Monstruo,La Piedra Negra de la Leyenda,"Puedes Sacrificar esta carta; Invoca de Modo Especial, desde tu Deck, 1 monstruo ""Ojos Rojos"" de Nivel 7 o menor. Si esta carta está en tu Cementerio: puedes seleccionar 1 monstruo ""Ojos Rojos"" de Nivel 7 o menor en tu Cementerio; barájalo al Deck y, si lo haces, añade esta carta a tu mano. Sólo puedes usar 1 efecto de ""La Piedra Negra de la Leyenda"" por turno, y sólo una vez ese turno.",#,#,Dragon,Oscuridad,1,0,0,21/05/2019,SR,Caja Grande
Monstruo,Behemoth del Subterror Ultramafus,"VOLTEO: Puedes cambiar todos los demás monstruos boca arriba en el Campo a Posición de Defensa boca abajo. Sólo puedes usar este efecto de ""Behemoth del Subterror Ultramafus"" una vez por turno. Cuando un monstruo boca arriba que controles es volteado boca abajo, si no controlas monstruos boca arriba: puedes Invocar esta carta de Modo Especial, desde tu mano, en Posición de Defensa. Una vez por turno: puedes cambiar esta carta a Posición de Defensa boca abajo.",#,#,Piro/Volteo,Tierra,12,3000,1800,21/05/2019,R,Caja Grande
Monstruo,Dragon Tirano Metafis,"Si esta carta fue Invocada de Modo Especial por el efecto de un monstruo ""Metaf"", no es afectada por efectos de Trampas, y además, si ésta ataca a un monstruo, puede hacer un segundo ataque inmediatamente después. Si esta carta es desterrada, durante la Standby Phase del próximo turno: puedes barajar al Deck esta carta desterrada; Invoca de Modo Especial, desde tu mano, 1 monstruo ""Metaf"", pero destiérralo durante la End Phase del próximo turno",#,#,Wyrm,Luz,8,2900,2500,21/05/2019,R,Caja Grande
Monstruo,Nephtys Metafis,"Si esta carta es Invocada de Modo Especial por el efecto de un monstruo ""Metaf"": puedes desterrar todas las Mágicas y Trampas Colocadas en el Campo. Si esta carta es desterrada, durante la Standby Phase del próximo turno: puedes barajar al Deck esta carta desterrada; añade a tu mano 1 carta ""Metaf"" en tu Deck, excepto ""Nephtys Metafis"".",#,#,Wyrm,Luz,8,2400,1600,21/05/2019,R,Caja Grande
Monstruo,Behemoth del Subterror Stygokaken,"VOLTEO: Puedes seleccionar tantas cartas Colocadas en el Campo como la cantidad de monstruos ""Behemoth del Subterror"" que controles; destrúyelas. Sólo puedes usar este efecto de ""Behemoth del Subterror Stygokraken"" una vez por turno. Cuando un monstruo boca arriba que controles es volteado boca abajo, si no controlas monstruos boca arriba: puedes Invocar esta carta de Modo Especial, desde tu mano, en Posición de Defensa. Una vez por turno: puedes cambiar esta carta a Posición de Defensa boca abajo.",#,#,Serpiente Marina/Volteo,Tierra,5,1400,2600,21/05/2019,R,Caja Grande
Monstruo,Behemoth del Subterror Espeleogeist,"VOLTEO: puedes seleccionar 1 monstruo en el Campo; cámbialo a Posición de Ataque boca arriba si está en Posición de Defensa, y además cambia su ATK a 0. Sólo puedes usar este efecto de ""Behemoth del Subterror Espeleogeist"" una vez por turno. Cuando un monstruo boca arriba que controlas es volteado boca abajo, si no controlas monstruos boca arriba: puedes Invocar esta carta de Modo Especial, desde tu mano, en Posición de Defensa. Una vez por turno: puedes cambiar esta carta a Posición de Defensa boca abajo.",#,#,Demonio/Volteo,Tierra,11,3000,1400,21/05/2019,N,Caja Grande
Monstruo,Behemoth del Subterror Stalagmo,"VOLTEO: puedes descartar 1 monstruo ""Subterror"" y, si lo haces, roba 2 cartas. Sólo puedes usar este efecto de ""Behemoth del Subterror Stalagmo"" una vez por turno. Cuando un monstruo boca arriba que controles sea volteado boca abajo, si no controlas monstruos boca arriba: puedes Invocar esta carta de Modo Especial, desde tu mano, en Posición de Defensa. Una vez por turno: puedes cambiar esta carta a Posición de Defensa boca abajo.",#,#,Roca/Volteo,Tierra,10,2800,2100,21/05/2019,N,Caja Grande
Monstruo,Ryu Okami,Si tu adversario Invoca uno o mas monstruos de Modo Especial: tu adversario manda al Cementerio 1 carta en su Deck Extra.,#,#,Wyrm,Luz,8,2900,1200,21/05/2019,N,Caja Grande
Monstruo,Golem Centinela,Una vez por turno: puedes cambiar esta carta a Posición de Defensa boca abajo. Cuando esta carta es Invocada por Volteo: selecciona 1 monstruo que controle tu adversario; devuelve a la mano ese objetivo.,#,#,Roca,Tierra,4,800,1800,21/05/2019,N,Caja Grande
Monstruo,Guerrero Nemesis del Subterror,"Durante el turno de cualquier jugador: puedes mandar al Cementerio 1 monstruo ""Subterror"" en tu Deck; Sacrifica esta carta y por lo menos otro monstruo de forma que el total de Niveles originales Sacrificados sea igual o mayor que el de ese monstruo ""Subterror"" en el Cementerio y, si lo haces, Invoca ese monstruo de Modo Especial en Posición de Defensa boca arriba o boca abajo. Si un monstruo ""Behemoth del Subterror"" es volteado boca arriba mientras esta carta está en tu Cementerio: puedes Invocar esta carta de Modo Especial. Sólo puedes usar cada efecto de ""Guerrero Némesis del Subterror"" una vez por turno.",#,#,Guerrero,Tierra,4,1800,1200,21/05/2019,N,Caja Grande
Monstruo,Lobuno Lejano,"Cuando esta carta es Invocada de Modo Normal: puedes desterrar 1 monstruo en tu mano; destierra 1 monstruo en tu Deck con el mismo Tipo que ese monstruo. Si esta carta es destruida en batalla, o si esta carta en posesión de su dueño es destruida por el efecto de una carta del adversario: puedes seleccionar 1 de tus monstruos desterrados; añádelo a tu mano. Sólo puedes usar cada efecto de ""Lobuno Lejano"" una vez por turno.",#,#,Bestia,Oscuridad,4,1700,300,21/05/2019,N,Caja Grande
Monstruo,Berserkion el Guerrero Magno Electronico,"No puede ser Invocado de Modo Normal/Colocado. Debe ser primero Invocado de Modo Especial (desde tu mano) desterrando 1 ""Alfa el Guerrero Magnético Electrónico"", ""Beta el Guerrero Magnético Electrónico"" y ""Gamma el Guerrero Magnético Electrónico"" en tu mano, Cementerio y/o boca arriba en tu Zona de Monstruos. Puedes desterrar 1 monstruo ""Guerrero Magnético"" de Nivel 4 o menor en tu Cementerio, y después seleccionar 1 carta que controle tu adversario; destrúyela. Si esta carta es destruida en batalla, o si esta carta en la posesión de su dueño es destruida por el efecto de una carta de tu adversario: puedes seleccionar 1 de cada ""Alfa el Guerrero Magnético Electrónico"", ""Beta el Guerrero Magnético Electrónico"", y ""Gamma el Guerrero Magnético Electrónico"" desterrados; Invócalos de Modo Especial.",#,#,Roca,Tierra,8,3000,2800,19/06/2019,UR,Caja Mini
Monstruo,Dragon de Bloques,"No puede ser Invocado de Modo Normal/Colocado. Debe ser Invocado de Modo Especial (desde tu mano o Cementerio) desterrando 3 monstruos de TIERRA en tu mano y/o Cementerio. Los monstruos Roca que controles no pueden ser destruidos, excepto en batalla. Si esta carta es mandada del Campo al Cementerio: puedes añadir a tu mano hasta 3 monstruos Roca en tu Deck cuyos Niveles totales sean 8. Sólo puedes usar este efecto de ""Dragón de Bloques"" una vez por turno.",#,#,Roca,Tierra,8,2500,3000,19/06/2019,SR,Caja Mini
